guid,listing_id,url,title,price_original,currency,price_kes,price_tier,price_tier_encoded,price_delta,relative_price_ratio,category,category_encoded,category_popularity,subcategory,subcategory_encoded,location,location_type,location_type_encoded,domain,domain_encoded,domain_popularity,description,seller_name,image_count,has_images,image_rich,title_length,title_word_count,has_description,description_length,timestamp,crawl_source,crawl_source_encoded,first_seen,days_listed,days_since_posting,freshness_score,is_weekend,hour_of_day,day_of_week,month,quarter,season,season_encoded,currency_encoded
-mpdZ5JAMhOSTXwxeVldusgj,JIJI-29A44866C59A,https://jiji.co.ug/vehicles-bmw-x-series---excellent---low-mileage-mpdZ5JAMhOSTXwxeVldusgj,BMW X Series - Excellent - Low Mileage,6252200.0,UGX,487671.6,mid_range,3,0.0,1.38,Vehicles,7,25.0,Spare Parts,34,Major City,other_area,2,jiji.co.ug,2,0.25,Urgent sale! Moving out of country. Priced for quick sale. Slightly negotiable.,Kisumu Motors,3,1,0,38,8,1,79,2023-12-11 20:04:47,wayback,2,2023-12-11 20:04:47,0,368,0.07537688442211055,0,20,0,12,4,Summer,2,3
-mFqZ8hBRoWJ0EitZ7DUmWhI,JIJI-80DA3B14B9B9,https://jiji.com.ng/fashion-dress-silk-premium-quality-mFqZ8hBRoWJ0EitZ7DUmWhI,Dress Silk Premium Quality,16090.0,NGN,1367.65,budget,0,0.0,0.34,Fashion,2,12.0,Shoes,33,Major City,other_area,2,jiji.com.ng,4,0.85,Urgent sale! Moving out of country. Priced for quick sale. Slightly negotiable.,Nakuru Properties,2,1,0,26,4,1,79,2023-02-25 02:16:54,common_crawl,0,2023-02-25 02:16:54,0,658,0.0436046511627907,1,2,5,2,1,Summer,2,1
-mBuU6HYD6zl6EwORfrGipPA,JIJI-8BCB6AA3663A,https://jiji.co.ke/electronics-oppo-laptop-4gb-ram---with-warranty-mBuU6HYD6zl6EwORfrGipPA,Oppo Laptop 4GB RAM - With Warranty,142070.0,KES,142070.0,mid_range,3,0.0,8.18,Electronics,1,22.0,Mobile Phones,29,Ngara,other_area,2,jiji.co.ke,0,1.0,Imported item. Still under warranty. Excellent investment opportunity.,Premium Items,7,1,1,35,7,1,70,2022-05-26 14:21:52,common_crawl,0,2022-05-26 14:21:52,0,932,0.03118503118503119,0,14,3,5,2,Autumn,0,0
-mIlKRC5KfeXE1gX0SSTVSLt,JIJI-05A626390D04,https://jiji.co.ke/vehicles-bmw-5-series---fair---low-mileage-mIlKRC5KfeXE1gX0SSTVSLt,BMW 5 Series - Fair - Low Mileage,943590.0,KES,943590.0,premium,4,0.0,2.66,Vehicles,7,25.0,Trucks,39,Kisumu,major_city,1,jiji.co.ke,0,1.0,Urgent sale! Moving out of country. Priced for quick sale. Slightly negotiable.,Mombasa Trader,1,1,0,33,8,1,79,2022-12-27 22:47:36,common_crawl,0,2022-12-27 22:47:36,0,717,0.040160642570281124,0,22,1,12,4,Summer,2,0
-m3xXshLR3d94g7lP1HGIkcx,JIJI-301D64E4B209,https://jiji.co.za/home & garden-dress---fair-m3xXshLR3d94g7lP1HGIkcx,Dress - Fair,86470.0,ZAR,674466.0,premium,4,57783.053922929044,74.29,Home & Garden,3,10.0,Garden,19,Major City,other_area,2,jiji.co.za,3,0.65,Ready for immediate pickup. Can deliver within Nairobi area. Cash or M-Pesa accepted.,Direct Owner,4,1,1,12,3,1,85,2022-09-16 22:14:58,common_crawl,0,2022-09-16 22:14:58,0,819,0.0353356890459364,0,22,4,9,3,Spring,1,4
-m399ltnO98EwZduFrsCuMPk,JIJI-D5711DE82D7C,https://jiji.co.za/property-2bedroom-townhouse---gated-community-m399ltnO98EwZduFrsCuMPk,2Bedroom Townhouse - Gated Community,67040500.0,ZAR,522915900.0,luxury,2,0.0,72.56,Property,5,18.0,Apartments,1,Major City,other_area,2,jiji.co.za,3,0.65,Well maintained apartments. Reason for selling: upgrading. All documents available.,Nairobi Deals,2,1,0,36,5,1,83,2023-07-14 09:14:12,hybrid,1,2023-07-14 09:14:12,0,519,0.0546448087431694,0,9,4,7,3,Winter,3,4
-mSZvKeVRHUP6EvvwpchXoXe,JIJI-E43EF85637A2,https://jiji.co.ke/home & garden-jacket---like-new-mSZvKeVRHUP6EvvwpchXoXe,Jacket - Like New,12260.0,KES,12260.0,economy,1,0.0,1.35,Home & Garden,3,10.0,Decor,13,Parklands,other_area,2,jiji.co.ke,0,1.0,Brand new condition. Bought recently but no longer needed. First to see will buy.,Amazon Export,5,1,1,17,4,1,81,2023-12-15 20:18:58,wayback,2,2023-12-15 20:18:58,0,364,0.07614213197969544,0,20,4,12,4,Summer,2,0
-mh3uUZa7WC1lyrUBFGe2aAt,JIJI-4D1D8470EFCB,https://jiji.co.za/electronics-sony-speaker-system---bluetooth-5.0-mh3uUZa7WC1lyrUBFGe2aAt,Sony Speaker System - Bluetooth 5.0,42000.0,ZAR,327600.0,mid_range,3,0.0,18.86,Electronics,1,22.0,Mobile Phones,29,Major City,other_area,2,jiji.co.za,3,0.65,Well maintained mobile phones. Reason for selling: upgrading. All documents available.,Trust Dealer Kenya,2,1,0,35,6,1,86,2023-09-09 20:14:36,wayback,2,2023-09-09 20:14:36,0,461,0.06109979633401222,1,20,5,9,3,Spring,1,4
-mnbcD2AJ5bkQzC6sbUVfxol,JIJI-270B6DE04309,https://jiji.com.ng/vehicles-ford-premium-pickup---workhorse-mnbcD2AJ5bkQzC6sbUVfxol,Ford Premium Pickup - Workhorse,2116860.0,NGN,179933.1,mid_range,3,0.0,0.51,Vehicles,7,25.0,Cars,8,Major City,other_area,2,jiji.com.ng,4,0.85,Top quality item at fair price. No time wasters please. View in Major City.,Direct Owner,2,1,0,31,5,1,75,2024-08-19 03:46:44,wayback,2,2024-08-19 03:46:44,0,117,0.2040816326530612,0,3,0,8,3,Winter,3,1
-meIqAaPl3lxHt549LULTZFf,JIJI-F7E8CC4A83C8,https://jiji.co.za/fashion-sports-kit-nissan-complete-set-meIqAaPl3lxHt549LULTZFf,Sports Kit Nissan Complete Set,22680.0,ZAR,176904.0,mid_range,3,0.0,43.54,Fashion,2,12.0,Bags,3,Major City,other_area,2,jiji.co.za,3,0.65,Top quality item at fair price. No time wasters please. View in Major City.,Direct Owner,0,0,0,30,5,1,75,2022-02-05 16:02:02,common_crawl,0,2022-02-05 16:02:02,0,1042,0.027985074626865673,1,16,5,2,1,Summer,2,4
-mcxfVSudjdCcDJ21HcfXL63,JIJI-87D4DF18D7E0,https://jiji.co.za/jobs-jacket---like-new-mcxfVSudjdCcDJ21HcfXL63,Jacket - Like New,55290.0,ZAR,431262.0,mid_range,3,27498.498777578534,18.08,Jobs,4,8.0,Healthcare,20,Major City,other_area,2,jiji.co.za,3,0.65,Imported item. Still under warranty. Excellent investment opportunity.,Amazon Export,1,1,0,17,4,1,70,2023-08-18 10:55:00,hybrid,1,2023-08-18 10:55:00,0,484,0.058365758754863814,0,10,4,8,3,Winter,3,4
-mwKOFnkygtsZ1y18aHa3x9C,JIJI-998F168B160C,https://jiji.co.ke/fashion-jewelry-set-wool---gift-boxed-mwKOFnkygtsZ1y18aHa3x9C,Jewelry Set Wool - Gift Boxed,39380.0,KES,39380.0,economy,1,0.0,9.69,Fashion,2,12.0,Jewelry,23,Kiambu County,other_area,2,jiji.co.ke,0,1.0,Urgent sale! Moving out of country. Priced for quick sale. Slightly negotiable.,Jumia Seller,5,1,1,29,6,1,79,2024-11-14 22:52:31,common_crawl,0,2024-11-14 22:52:31,0,29,0.5084745762711864,0,22,3,11,4,Spring,1,0
-mo1drVgwyE6vKr6sGKE2XF4,JIJI-87774EF7A612,https://jiji.co.tz/jobs-pants---fair-mo1drVgwyE6vKr6sGKE2XF4,Pants - Fair,177920.0,TZS,9429.76,economy,1,0.0,0.4,Jobs,4,8.0,Healthcare,20,Major City,other_area,2,jiji.co.tz,1,0.35,Brand new condition. Bought recently but no longer needed. First to see will buy.,Nakuru Properties,1,1,0,12,3,1,81,2024-11-12 05:12:49,wayback,2,2024-11-12 05:12:49,0,32,0.48387096774193555,0,5,1,11,4,Spring,1,2
-mqREm8meZmgYZJ5YlS0IQPB,JIJI-BECA0F29F36F,https://jiji.com.ng/property-prime-land-43-sqm---meru---title-deed-mqREm8meZmgYZJ5YlS0IQPB,Prime Land 43 sqm - Meru - Title Deed,40020790.0,NGN,3401767.15,premium,4,0.0,0.47,Property,5,18.0,Office,31,Major City,other_area,2,jiji.com.ng,4,0.85,Genuine property item in excellent condition. Located in Major City. Serious buyers only.,Trust Dealer Kenya,4,1,1,37,9,1,89,2022-06-26 17:12:26,wayback,2,2022-06-26 17:12:26,0,901,0.032223415682062294,1,17,6,6,2,Winter,3,1
-mmVsFsdWhy8L2a9rrsrZpiB,JIJI-686D3FE6080D,https://jiji.co.tz/vehicles-mazda-basic---fuel-efficient---fair-mmVsFsdWhy8L2a9rrsrZpiB,Mazda Basic - Fuel Efficient - Fair,1450360.0,TZS,76869.08,mid_range,3,9110.227574977012,0.22,Vehicles,7,25.0,Cars,8,Major City,other_area,2,jiji.co.tz,1,0.35,Top quality item at fair price. No time wasters please. View in Major City.,Nakuru Properties,3,1,0,35,7,1,75,2023-02-23 14:09:25,wayback,2,2023-02-23 14:09:25,0,659,0.043541364296081284,0,14,3,2,1,Summer,2,2
-m5wt8I8MrKo8VdgfWnJzFe8,JIJI-947EB10162E4,https://jiji.co.tz/electronics-smart-watch-huawei---fitness-tracker-m5wt8I8MrKo8VdgfWnJzFe8,Smart Watch Huawei - Fitness Tracker,246210.0,TZS,13049.13,economy,1,0.0,0.75,Electronics,1,22.0,Audio,2,Major City,other_area,2,jiji.co.tz,1,0.35,Urgent sale! Moving out of country. Priced for quick sale. Slightly negotiable.,Nairobi Deals,1,1,0,36,6,1,79,2023-03-24 10:06:48,wayback,2,2023-03-24 10:06:48,0,631,0.0453857791225416,0,10,4,3,1,Autumn,0,2
-mmQALnT0WyL4imlvuAYxXfs,JIJI-F19C5CBE8FC5,https://jiji.co.za/fashion-jacket-wool-premium-quality-mmQALnT0WyL4imlvuAYxXfs,Jacket Wool Premium Quality,95000.0,ZAR,741000.0,premium,4,0.0,182.38,Fashion,2,12.0,Jewelry,23,Major City,other_area,2,jiji.co.za,3,0.65,Well maintained jewelry. Reason for selling: upgrading. All documents available.,Kenyan Seller,5,1,1,27,4,1,80,2024-01-23 18:12:13,common_crawl,0,2024-01-23 18:12:13,0,325,0.08450704225352113,0,18,1,1,1,Summer,2,4
-mqu3elm5H4lJIkqlItJCiPz,JIJI-6457AB7A94B4,https://jiji.co.tz/electronics-tecno-watch-64gb---fair-mqu3elm5H4lJIkqlItJCiPz,Tecno Watch 64GB - Fair,72270.0,TZS,3830.31,budget,0,0.0,0.22,Electronics,1,22.0,Laptops,26,Major City,other_area,2,jiji.co.tz,1,0.35,Ready for immediate pickup. Can deliver within Nairobi area. Cash or M-Pesa accepted.,Jumia Seller,2,1,0,23,5,1,85,2022-12-06 08:26:56,hybrid,1,2022-12-06 08:26:56,0,739,0.03901170351105332,0,8,1,12,4,Summer,2,2
-mZ4l2DvEv4XbWJAshnkXMKF,JIJI-D7BFC280A0AC,https://jiji.co.za/electronics-xiaomi-tablet-9-gen---like-new-mZ4l2DvEv4XbWJAshnkXMKF,Xiaomi Tablet 9 Gen - Like New,65200.0,ZAR,508560.0,premium,4,0.0,29.28,Electronics,1,22.0,TVs,35,Major City,other_area,2,jiji.co.za,3,0.65,Urgent sale! Moving out of country. Priced for quick sale. Slightly negotiable.,Best Price Kenya,3,1,0,30,7,1,79,2024-10-31 14:27:47,wayback,2,2024-10-31 14:27:47,0,43,0.410958904109589,0,14,3,10,4,Spring,1,4
-mm5dbMyhSFAt8CjG2FPzmgb,JIJI-60DFABEA2AEB,https://jiji.co.tz/fashion-pants-nissan-size-55---excellent-mm5dbMyhSFAt8CjG2FPzmgb,Pants Nissan Size 55 - Excellent,42740.0,TZS,2265.22,budget,0,305.0525841371805,0.56,Fashion,2,12.0,Accessories,0,Major City,other_area,2,jiji.co.tz,1,0.35,Well maintained accessories. Reason for selling: upgrading. All documents available.,Trust Dealer Kenya,4,1,1,32,6,1,84,2022-02-24 17:09:36,common_crawl,0,2022-02-24 17:09:36,0,1023,0.02849002849002849,0,17,3,2,1,Summer,2,2
-m8Qoo44JXw7krFHIicM04tG,JIJI-07AC340448F7,https://jiji.co.za/electronics-smart-watch-lg---fitness-tracker-m8Qoo44JXw7krFHIicM04tG,Smart Watch LG - Fitness Tracker,79900.0,ZAR,623220.0,premium,4,0.0,35.88,Electronics,1,22.0,Mobile Phones,29,Major City,other_area,2,jiji.co.za,3,0.65,Imported item. Still under warranty. Excellent investment opportunity.,Eldoret Electronics,1,1,0,32,6,1,70,2022-03-19 22:28:51,common_crawl,0,2022-03-19 22:28:51,0,1000,0.029126213592233007,1,22,5,3,1,Autumn,0,4
-mewiVfZc6j4vCVJv9qAcKZM,JIJI-39143DC182E1,https://jiji.co.ke/electronics-oppo-watch-512gb---good-mewiVfZc6j4vCVJv9qAcKZM,Oppo Watch 512GB - Good,95170.0,KES,95170.0,mid_range,3,0.0,5.48,Electronics,1,22.0,Cameras,7,Kiambu County,other_area,2,jiji.co.ke,0,1.0,Well maintained cameras. Reason for selling: upgrading. All documents available.,Kilimall Vendor,1,1,0,23,5,1,80,2023-02-18 03:40:56,common_crawl,0,2023-02-18 03:40:56,0,665,0.043165467625899276,1,3,5,2,1,Summer,2,0
-mG19u2Nw1JxFsIncbms6F0L,JIJI-8B796B9CB174,https://jiji.co.ug/property-1-bedroom-house-in-kileleshwa---dsq-mG19u2Nw1JxFsIncbms6F0L,1 Bedroom House in Kileleshwa - DSQ,84481850.0,UGX,6589584.3,luxury,2,0.0,0.91,Property,5,18.0,Houses,21,Major City,other_area,2,jiji.co.ug,2,0.25,Urgent sale! Moving out of country. Priced for quick sale. Slightly negotiable.,Eldoret Electronics,4,1,1,35,7,1,79,2024-06-12 23:15:15,common_crawl,0,2024-06-12 23:15:15,0,184,0.14018691588785046,0,23,2,6,2,Winter,3,3
-mnGYBN99NXP11SOfgBUpXl4,JIJI-861AA8977F14,"https://jiji.co.ug/electronics-sony-tv-50""-smart---4k-display-mnGYBN99NXP11SOfgBUpXl4","Sony TV 50"" Smart - 4K Display",23100.0,UGX,1801.8,budget,0,0.0,0.1,Electronics,1,22.0,Mobile Phones,29,Major City,other_area,2,jiji.co.ug,2,0.25,Genuine electronics item in excellent condition. Located in Major City. Serious buyers only.,Quality Goods KE,2,1,0,30,7,1,92,2022-07-21 19:00:11,common_crawl,0,2022-07-21 19:00:11,0,876,0.033112582781456956,0,19,3,7,3,Winter,3,3
-mcgyb13CuIi3WacW6KvmoQC,JIJI-73B2BAC30957,https://jiji.com.ng/services-dress---excellent-mcgyb13CuIi3WacW6KvmoQC,Dress - Excellent,65600.0,NGN,5576.0,economy,1,159.64088491489687,2.07,Services,6,3.0,Transport,38,Major City,other_area,2,jiji.com.ng,4,0.85,Price negotiable. Call or WhatsApp for more details. Delivery available within Major City.,Eldoret Electronics,6,1,1,17,3,1,90,2023-01-25 17:32:05,common_crawl,0,2023-01-25 17:32:05,0,688,0.04178272980501393,0,17,2,1,1,Summer,2,1
-mQQAFm4bolWbMlBcWUxlUsh,JIJI-0BC50AC4590B,https://jiji.co.tz/vehicles-nissan-basic---like-new---negotiable-mQQAFm4bolWbMlBcWUxlUsh,Nissan Basic - Like New - Negotiable,2813950.0,TZS,149139.35,mid_range,3,0.0,0.42,Vehicles,7,25.0,Trucks,39,Major City,other_area,2,jiji.co.tz,1,0.35,Well maintained trucks. Reason for selling: upgrading. All documents available.,Mombasa Trader,4,1,1,36,7,1,79,2023-08-19 10:43:25,common_crawl,0,2023-08-19 10:43:25,0,483,0.05847953216374269,1,10,5,8,3,Winter,3,2
-m2h4ALFAp51FlDQRu8yvxt3,JIJI-10EE25309CA5,https://jiji.co.tz/home & garden-skirt---mint-m2h4ALFAp51FlDQRu8yvxt3,Skirt - Mint,39360.0,TZS,2086.08,budget,0,0.0,0.23,Home & Garden,3,10.0,Decor,13,Major City,other_area,2,jiji.co.tz,1,0.35,Top quality item at fair price. No time wasters please. View in Major City.,Eldoret Electronics,2,1,0,12,3,1,75,2024-02-22 16:09:34,hybrid,1,2024-02-22 16:09:34,0,295,0.0923076923076923,0,16,3,2,1,Summer,2,2
-mU7COpGmDFCeoNYP9Xw0wau,JIJI-9DCAC8421926,https://jiji.co.ug/home & garden-shirt---good-mU7COpGmDFCeoNYP9Xw0wau,Shirt - Good,50930.0,UGX,3972.54,budget,0,0.0,0.44,Home & Garden,3,10.0,Tools,36,Major City,other_area,2,jiji.co.ug,2,0.25,Genuine home & garden item in excellent condition. Located in Major City. Serious buyers only.,Direct Owner,4,1,1,12,3,1,94,2023-05-26 05:09:50,hybrid,1,2023-05-26 05:09:50,0,568,0.05016722408026756,0,5,4,5,2,Autumn,0,3
-m2E6MnIyWWRGAzBsr9dKt4p,JIJI-76C5D1800FD2,https://jiji.co.tz/property-office-space-55m²---eastleigh-cbd-m2E6MnIyWWRGAzBsr9dKt4p,Office Space 55m² - Eastleigh CBD,45365760.0,TZS,2404385.28,premium,4,0.0,0.33,Property,5,18.0,Apartments,1,Major City,other_area,2,jiji.co.tz,1,0.35,Ready for immediate pickup. Can deliver within Nairobi area. Cash or M-Pesa accepted.,Kisumu Motors,2,1,0,33,6,1,85,2023-05-26 04:08:11,wayback,2,2023-05-26 04:08:11,0,568,0.05016722408026756,0,4,4,5,2,Autumn,0,2
-mTQ2Q2a6D3YlBYvxjWuFHmS,JIJI-572C3937B9B3,https://jiji.co.za/services-pants---good-mTQ2Q2a6D3YlBYvxjWuFHmS,Pants - Good,5720.0,ZAR,44616.0,economy,1,0.0,16.54,Services,6,3.0,Cleaning,10,Major City,other_area,2,jiji.co.za,3,0.65,Well maintained cleaning. Reason for selling: upgrading. All documents available.,Amazon Export,1,1,0,12,3,1,81,2023-06-22 12:17:00,hybrid,1,2023-06-22 12:17:00,0,541,0.052539404553415055,0,12,3,6,2,Winter,3,4
-mI9OowKKVrGE83ihGLKocfT,JIJI-F79E11B6D798,https://jiji.com.ng/property-office-space-65m²---kileleshwa-cbd-mI9OowKKVrGE83ihGLKocfT,Office Space 65m² - Kileleshwa CBD,150000000.0,NGN,12750000.0,luxury,2,0.0,1.77,Property,5,18.0,Apartments,1,Major City,other_area,2,jiji.com.ng,4,0.85,Genuine property item in excellent condition. Located in Major City. Serious buyers only.,Jumia Seller,2,1,0,34,6,1,89,2023-03-06 08:31:10,wayback,2,2023-03-06 08:31:10,0,649,0.044182621502209134,0,8,0,3,1,Autumn,0,1
-mrJZYAdTYDLxDPKEC2MEJBu,JIJI-85B0C0865BD3,https://jiji.co.ug/property-3br-apartment-eastleigh---serviced-mrJZYAdTYDLxDPKEC2MEJBu,3BR Apartment Eastleigh - Serviced,48321410.0,UGX,3769069.98,premium,4,0.0,0.52,Property,5,18.0,Land,25,Major City,other_area,2,jiji.co.ug,2,0.25,Genuine property item in excellent condition. Located in Major City. Serious buyers only.,Direct Owner,3,1,0,34,5,1,89,2024-08-09 21:37:59,hybrid,1,2024-08-09 21:37:59,0,126,0.1923076923076923,0,21,4,8,3,Winter,3,3
-mchcnDTdPqB1WMUTjjpNGXt,JIJI-2DC8B0825201,https://jiji.com.ng/property-2bedroom-townhouse---gated-community-mchcnDTdPqB1WMUTjjpNGXt,2Bedroom Townhouse - Gated Community,66634070.0,NGN,5663895.95,luxury,2,0.0,0.79,Property,5,18.0,Apartments,1,Major City,other_area,2,jiji.com.ng,4,0.85,Imported item. Still under warranty. Excellent investment opportunity.,Amazon Export,0,0,0,36,5,1,70,2023-02-08 08:14:11,wayback,2,2023-02-08 08:14:11,0,675,0.0425531914893617,0,8,2,2,1,Summer,2,1
-mNRQPJ7Ls8oOF9jvCwkf7LN,JIJI-47A25DF0A07F,https://jiji.co.ug/fashion-nissan-shoes-women's---original-mNRQPJ7Ls8oOF9jvCwkf7LN,Nissan Shoes Women's - Original,61770.0,UGX,4818.06,budget,0,0.0,1.19,Fashion,2,12.0,Bags,3,Major City,other_area,2,jiji.co.ug,2,0.25,Well maintained bags. Reason for selling: upgrading. All documents available.,Trust Dealer Kenya,1,1,0,31,5,1,77,2023-09-02 08:58:23,hybrid,1,2023-09-02 08:58:23,0,469,0.06012024048096193,1,8,5,9,3,Spring,1,3
-m9YsqODG8YzjeDFC94GixYK,JIJI-67EAFE86BB71,https://jiji.co.ke/services-jacket---excellent-m9YsqODG8YzjeDFC94GixYK,Jacket - Excellent,10090.0,KES,10090.0,economy,1,0.0,3.74,Services,6,3.0,Transport,38,Nairobi CBD,capital_city,0,jiji.co.ke,0,1.0,Price negotiable. Call or WhatsApp for more details. Delivery available within Nairobi CBD.,Kilimall Vendor,4,1,1,18,3,1,91,2024-04-07 00:13:36,hybrid,1,2024-04-07 00:13:36,0,251,0.10676156583629892,1,0,6,4,2,Autumn,0,0
-mVsNLchg7MAIwNf5MS6t8dh,JIJI-5838E7B4FF21,https://jiji.co.tz/electronics-drone-apple---4k-camera-gps-mVsNLchg7MAIwNf5MS6t8dh,Drone Apple - 4K Camera GPS,155400.0,TZS,8236.2,economy,1,0.0,0.47,Electronics,1,22.0,Laptops,26,Major City,other_area,2,jiji.co.tz,1,0.35,Well maintained laptops. Reason for selling: upgrading. All documents available.,Best Price Kenya,7,1,1,27,6,1,80,2023-01-17 16:54:05,common_crawl,0,2023-01-17 16:54:05,0,696,0.04132231404958678,0,16,1,1,1,Summer,2,2
-mQMPRDOBP1DzfWXs9t5RRsw,JIJI-02ADF6908DB8,https://jiji.com.ng/fashion-traditional-attire---wedding-wear-mQMPRDOBP1DzfWXs9t5RRsw,Traditional Attire - Wedding Wear,23290.0,NGN,1979.65,budget,0,222.86041435901268,0.49,Fashion,2,12.0,Bags,3,Major City,other_area,2,jiji.com.ng,4,0.85,Urgent sale! Moving out of country. Priced for quick sale. Slightly negotiable.,Premium Items,6,1,1,33,5,1,79,2022-05-01 20:05:50,wayback,2,2022-05-01 20:05:50,0,957,0.030395136778115502,1,20,6,5,2,Autumn,0,1
-mnYVUjKKJw1jhrRNkXecjse,JIJI-A00E8B278BE8,https://jiji.co.tz/home & garden-pants---excellent-mnYVUjKKJw1jhrRNkXecjse,Pants - Excellent,107690.0,TZS,5707.57,economy,1,0.0,0.63,Home & Garden,3,10.0,Tools,36,Major City,other_area,2,jiji.co.tz,1,0.35,Genuine home & garden item in excellent condition. Located in Major City. Serious buyers only.,Kisumu Motors,1,1,0,17,3,1,94,2023-09-30 03:49:02,common_crawl,0,2023-09-30 03:49:02,0,441,0.06369426751592357,1,3,5,9,3,Spring,1,2
-miNUa3yvjfjsNmN65cV2tVn,JIJI-D4A461F85B39,https://jiji.co.za/home & garden-shirt---like-new-miNUa3yvjfjsNmN65cV2tVn,Shirt - Like New,9970.0,ZAR,77766.0,mid_range,3,0.0,8.57,Home & Garden,3,10.0,Tools,36,Major City,other_area,2,jiji.co.za,3,0.65,Price negotiable. Call or WhatsApp for more details. Delivery available within Major City.,Kenyan Seller,2,1,0,16,4,1,90,2022-02-27 01:29:42,hybrid,1,2022-02-27 01:29:42,0,1021,0.028544243577545196,1,1,6,2,1,Summer,2,4
-mnWdV9RKVaqV3t2zaRbByWo,JIJI-2EB3C4683428,https://jiji.co.ke/vehicles-mercedes-benz-s-2023---foreign-used-mnWdV9RKVaqV3t2zaRbByWo,Mercedes-Benz S 2023 - Foreign Used,2452650.0,KES,2452650.0,premium,4,0.0,6.93,Vehicles,7,25.0,Buses,6,Kitui,other_area,2,jiji.co.ke,0,1.0,Ready for immediate pickup. Can deliver within Nairobi area. Cash or M-Pesa accepted.,Mombasa Trader,5,1,1,35,6,1,85,2022-03-18 17:24:51,hybrid,1,2022-03-18 17:24:51,0,1001,0.029097963142580018,0,17,4,3,1,Autumn,0,0
-mQJ5OXh48Mn4DRjVOED0ll9,JIJI-BF773E5598C4,https://jiji.com.ng/property-vacant-plot-langata---near-main-road-mQJ5OXh48Mn4DRjVOED0ll9,Vacant Plot Langata - Near Main Road,28862920.0,NGN,2453348.2,premium,4,0.0,0.34,Property,5,18.0,Office,31,Major City,other_area,2,jiji.com.ng,4,0.85,Ready for immediate pickup. Can deliver within Nairobi area. Cash or M-Pesa accepted.,Premium Items,2,1,0,36,7,1,85,2023-09-24 19:38:33,wayback,2,2023-09-24 19:38:33,0,446,0.06302521008403361,1,19,6,9,3,Spring,1,1
-m3OI3awXjB7MYPPEtolxDL5,JIJI-F23789C309C4,https://jiji.co.ke/vehicles-honda-pro-grey---well-maintained-m3OI3awXjB7MYPPEtolxDL5,Honda Pro Grey - Well Maintained,3751870.0,KES,3751870.0,premium,4,0.0,10.6,Vehicles,7,25.0,Spare Parts,34,Westlands,other_area,2,jiji.co.ke,0,1.0,Price negotiable. Call or WhatsApp for more details. Delivery available within Westlands.,Jumia Seller,2,1,0,32,6,1,89,2024-12-13 14:30:13,common_crawl,0,2024-12-13 14:30:13,0,0,1.0,0,14,4,12,4,Summer,2,0
-mMG9ZIUzMArgFY6GyX7914p,JIJI-F2D114743B5E,https://jiji.com.ng/jobs-shirt---mint-mMG9ZIUzMArgFY6GyX7914p,Shirt - Mint,211920.0,NGN,18013.2,economy,1,0.0,0.76,Jobs,4,8.0,IT & Software,22,Major City,other_area,2,jiji.com.ng,4,0.85,Well maintained it & software. Reason for selling: upgrading. All documents available.,Trust Dealer Kenya,6,1,1,12,3,1,86,2022-07-14 07:21:10,hybrid,1,2022-07-14 07:21:10,0,884,0.03282275711159738,0,7,3,7,3,Winter,3,1
-mHw5QF0obMjM1zrFCSFuv6R,JIJI-3C05CE5F7317,https://jiji.co.tz/property-holiday-home-1br---beach-access-mHw5QF0obMjM1zrFCSFuv6R,Holiday Home 1BR - Beach Access,26541610.0,TZS,1406705.33,premium,4,0.0,0.2,Property,5,18.0,Office,31,Major City,other_area,2,jiji.co.tz,1,0.35,Urgent sale! Moving out of country. Priced for quick sale. Slightly negotiable.,Quality Goods KE,5,1,1,31,6,1,79,2022-02-06 23:34:04,wayback,2,2022-02-06 23:34:04,0,1041,0.028011204481792715,1,23,6,2,1,Summer,2,2
-mrlHMFxAB9rmH7XmCppIo3r,JIJI-EAB23E2EA5AF,https://jiji.co.tz/electronics-xiaomi-camera-standard---professional-grade-mrlHMFxAB9rmH7XmCppIo3r,Xiaomi Camera Standard - Professional Grade,60190.0,TZS,3190.07,budget,0,0.0,0.18,Electronics,1,22.0,TVs,35,Major City,other_area,2,jiji.co.tz,1,0.35,Top quality item at fair price. No time wasters please. View in Major City.,Jumia Seller,3,1,0,43,6,1,75,2023-12-08 09:19:18,hybrid,1,2023-12-08 09:19:18,0,372,0.07462686567164178,0,9,4,12,4,Summer,2,2
-meXSqpkmZ8YlWANzMBrJIFj,JIJI-19EE1038091A,https://jiji.co.za/fashion-traditional-attire---wedding-wear-meXSqpkmZ8YlWANzMBrJIFj,Traditional Attire - Wedding Wear,26410.0,ZAR,205998.0,mid_range,3,0.0,50.7,Fashion,2,12.0,Shoes,33,Major City,other_area,2,jiji.co.za,3,0.65,Top quality item at fair price. No time wasters please. View in Major City.,Quality Goods KE,4,1,1,33,5,1,75,2023-06-06 16:43:07,hybrid,1,2023-06-06 16:43:07,0,556,0.051194539249146756,0,16,1,6,2,Winter,3,4
